METERHEAD;R_MF_9A_6P;R_MF_6P_10;R_SA_9A_6P;R_SA_6P_10;R_SU_9A_6P;R_SU_6P_10;RATE_MISC;TIMEINEFFE;T_MF_9A_6P;T_MF_6P_10;T_SA_9A_6P;T_SA_6P_10;T_SU_9A_6P;T_SU_6P_10;TIME_MISC;CREDITCARD;PAY_PHONE;Geom;Geo Local Area;METERID
Twin Bay Single;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;$1.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;60455;"{""coordinates"": [-123.11637256902034, 49.27921412087474], ""type"": ""Point""}";Downtown;120313
Twin Bay Single;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;$1.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;60558;"{""coordinates"": [-123.11637256902034, 49.27921412087474], ""type"": ""Point""}";Downtown;120315
Twin;$1.00;$4.00;$1.00;$4.00;$1.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61566;"{""coordinates"": [-123.13295852828477, 49.28996318050634], ""type"": ""Point""}";West End;121619
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65330;"{""coordinates"": [-123.12467532455646, 49.289290022897234], ""type"": ""Point""}";Downtown;061236
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51135;"{""coordinates"": [-123.13940796354616, 49.26457944883329], ""type"": ""Point""}";Fairview;B81511
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52584;"{""coordinates"": [-123.14408350794515, 49.26465448983738], ""type"": ""Point""}";Fairview;B81709
Twin Bay Single;$3.00;$3.00;$3.00;$3.00;$3.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;60573;"{""coordinates"": [-123.1097592660611, 49.28176101963679], ""type"": ""Point""}";Downtown;560412
Twin;$1.00;$4.00;$1.00;$4.00;$1.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61649;"{""coordinates"": [-123.13257510548925, 49.28954089318926], ""type"": ""Point""}";West End;121604
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61875;"{""coordinates"": [-123.12157035548594, 49.27773988272863], ""type"": ""Point""}";Downtown;591009
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62389;"{""coordinates"": [-123.12206593646171, 49.277411494768806], ""type"": ""Point""}";Downtown;591021
Twin;$3.00;$2.00;$3.00;$2.00;$3.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61980;"{""coordinates"": [-123.12428943521918, 49.27962809232144], ""type"": ""Point""}";Downtown;621006
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;57633;"{""coordinates"": [-123.14552546058589, 49.266832832436826], ""type"": ""Point""}";Fairview;642108
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;56603;"{""coordinates"": [-123.14553400843374, 49.26672470832549], ""type"": ""Point""}";Fairview;642110
Twin;$3.00;$5.00;$3.00;$5.00;$3.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64166;"{""coordinates"": [-123.13434570533431, 49.29086048098116], ""type"": ""Point""}";West End;121715
Twin;$3.00;$5.00;$3.00;$5.00;$3.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64083;"{""coordinates"": [-123.1344761239473, 49.29094376843195], ""type"": ""Point""}";West End;121717
Twin;$3.00;$5.00;$3.00;$5.00;$3.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65079;"{""coordinates"": [-123.13473026339298, 49.2911097030461], ""type"": ""Point""}";West End;121727
Twin;$3.00;$5.00;$3.00;$5.00;$3.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64249;"{""coordinates"": [-123.13462671339126, 49.29086392291717], ""type"": ""Point""}";West End;121714
Twin;$3.00;$5.00;$3.00;$5.00;$3.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61648;"{""coordinates"": [-123.13474808342778, 49.29094212933935], ""type"": ""Point""}";West End;121720
Twin;$3.00;$5.00;$3.00;$5.00;$3.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64137;"{""coordinates"": [-123.13487207412797, 49.291023031123785], ""type"": ""Point""}";West End;121724
Pay Station;$4.00;$2.00;$4.00;$2.00;$4.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;64151;"{""coordinates"": [-123.13017810138795, 49.27963562275271], ""type"": ""Point""}";West End;161022
Single;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;60093;"{""coordinates"": [-123.12509334169087, 49.27427258849621], ""type"": ""Point""}";Downtown;170402
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;61841;"{""coordinates"": [-123.12662217269903, 49.27526205819785], ""type"": ""Point""}";Downtown;170514
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;62390;"{""coordinates"": [-123.12662217269903, 49.27526205819785], ""type"": ""Point""}";Downtown;170516
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;54467;"{""coordinates"": [-123.10730040384773, 49.263154156451016], ""type"": ""Point""}";Mount Pleasant;300105
Single Motorbike;$ .50;$ .50;$ .50;$ .50;$ .50;$ .50;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No;50497;"{""coordinates"": [-123.10753272543933, 49.263159733377556], ""type"": ""Point""}";Mount Pleasant;300197
Twin;$6.00;$7.00;$6.00;$7.00;$6.00;$7.00;;;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62725;"{""coordinates"": [-123.11929944447542, 49.27632286334223], ""type"": ""Point""}";Downtown;291010
Twin;$6.00;$7.00;$6.00;$7.00;$6.00;$7.00;;;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62183;"{""coordinates"": [-123.11929944447542, 49.27632286334223], ""type"": ""Point""}";Downtown;291012
Twin;$6.00;$7.00;$6.00;$7.00;$6.00;$7.00;;;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64455;"{""coordinates"": [-123.11976524281796, 49.27601503393691], ""type"": ""Point""}";Downtown;291028
Twin;$4.00;$7.00;$4.00;$7.00;$4.00;$7.00;;;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61363;"{""coordinates"": [-123.12106120401634, 49.27515529961472], ""type"": ""Point""}";Downtown;291116
Twin;$4.00;$7.00;$4.00;$7.00;$4.00;$7.00;;;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61792;"{""coordinates"": [-123.12140110439377, 49.27493081887221], ""type"": ""Point""}";Downtown;291126
Twin Bay Single;$4.00;$7.00;$4.00;$7.00;$4.00;$7.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;60250;"{""coordinates"": [-123.12070996747711, 49.27551301892219], ""type"": ""Point""}";Downtown;291101
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65875;"{""coordinates"": [-123.12479279522978, 49.27560902289223], ""type"": ""Point""}";Downtown;591213
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65643;"{""coordinates"": [-123.12503070345296, 49.27545121498325], ""type"": ""Point""}";Downtown;591219
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65900;"{""coordinates"": [-123.12515800307075, 49.27536731397199], ""type"": ""Point""}";Downtown;591225
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65644;"{""coordinates"": [-123.1255125031961, 49.2751331534862], ""type"": ""Point""}";Downtown;591235
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;56997;"{""coordinates"": [-123.14584386475447, 49.26484246685285], ""type"": ""Point""}";Kitsilano;642317
Twin;$3.00;$4.00;$3.00;$4.00;$3.00;$4.00;$1.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65109;"{""coordinates"": [-123.11913331258157, 49.27731073314518], ""type"": ""Point""}";Downtown;570917
Twin;$3.00;$4.00;$3.00;$4.00;$3.00;$4.00;$1.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65211;"{""coordinates"": [-123.11924496373773, 49.277236659564196], ""type"": ""Point""}";Downtown;570927
Twin;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;63096;"{""coordinates"": [-123.10772290359111, 49.2799261024137], ""type"": ""Point""}";Downtown;540533
Twin;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;63124;"{""coordinates"": [-123.10772290359111, 49.2799261024137], ""type"": ""Point""}";Downtown;540535
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65982;"{""coordinates"": [-123.12394653568141, 49.288466975507994], ""type"": ""Point""}";Downtown;081206
Twin;$6.00;$3.00;$6.00;$3.00;$6.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62033;"{""coordinates"": [-123.11354982271779, 49.28305169092461], ""type"": ""Point""}";Downtown;590509
Twin;$6.00;$3.00;$6.00;$3.00;$6.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61036;"{""coordinates"": [-123.11367902851703, 49.28296655947333], ""type"": ""Point""}";Downtown;590513
Twin;$6.00;$3.00;$6.00;$3.00;$6.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63035;"{""coordinates"": [-123.11398833494138, 49.282763791342425], ""type"": ""Point""}";Downtown;590525
Twin;$1.00;$4.00;$1.00;$4.00;$1.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61735;"{""coordinates"": [-123.13283061404282, 49.289704509693976], ""type"": ""Point""}";West End;121610
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65442;"{""coordinates"": [-123.12314699518689, 49.288997456801425], ""type"": ""Point""}";Downtown;061207
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65721;"{""coordinates"": [-123.12385492435165, 49.289203139282705], ""type"": ""Point""}";Downtown;061221
Pay Station;$8.00;$2.00;$8.00;$2.00;$8.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;67601;"{""coordinates"": [-123.11958014149349, 49.28720153059163], ""type"": ""Point""}";Downtown;081034
Pay Station;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;Yes;67248;"{""coordinates"": [-123.10714089619412, 49.28109768098026], ""type"": ""Point""}";Downtown;080035C
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;59949;"{""coordinates"": [-123.10880294451071, 49.26922688741575], ""type"": ""Point""}";Mount Pleasant;B20144C
Pay Station;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;67605;"{""coordinates"": [-123.12235594680762, 49.28801519722762], ""type"": ""Point""}";Downtown;081144
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63115;"{""coordinates"": [-123.13915096310492, 49.28544359757694], ""type"": ""Point""}";West End;161608
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63116;"{""coordinates"": [-123.1394106244847, 49.285611926109254], ""type"": ""Point""}";West End;161616
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63114;"{""coordinates"": [-123.13966777523581, 49.28578166933041], ""type"": ""Point""}";West End;161626
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51065;"{""coordinates"": [-123.10101892424763, 49.24740438765642], ""type"": ""Point""}";Riley Park;514204
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54982;"{""coordinates"": [-123.10106019100752, 49.2469558673153], ""type"": ""Point""}";Riley Park;514212
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54841;"{""coordinates"": [-123.10107109366264, 49.246750541607774], ""type"": ""Point""}";Riley Park;514222
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65270;"{""coordinates"": [-123.12416194823484, 49.28929178999192], ""type"": ""Point""}";Downtown;061231
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65267;"{""coordinates"": [-123.124473968545, 49.289381801767746], ""type"": ""Point""}";Downtown;061239
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;55003;"{""coordinates"": [-123.10128955730812, 49.247475266997434], ""type"": ""Point""}";Riley Park;514213
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;62502;"{""coordinates"": [-123.12613847786834, 49.2751042089491], ""type"": ""Point""}";Downtown;170505
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;Yes;59826;"{""coordinates"": [-123.05968620551153, 49.28092045161494], ""type"": ""Point""}";Grandview-Woodland;TM0406
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;61364;"{""coordinates"": [-123.11811548705315, 49.27460396585245], ""type"": ""Point""}";Downtown;281005
Twin;$4.00;$6.00;$4.00;$6.00;$4.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64500;"{""coordinates"": [-123.125454815305, 49.28510039846146], ""type"": ""Point""}";West End;121117
Twin;$4.00;$6.00;$4.00;$6.00;$4.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64372;"{""coordinates"": [-123.12610434702283, 49.28552432658133], ""type"": ""Point""}";West End;121137
Twin;$4.00;$6.00;$4.00;$6.00;$4.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61642;"{""coordinates"": [-123.12649300848025, 49.28577600048459], ""type"": ""Point""}";West End;121149
Twin;$4.00;$6.00;$4.00;$6.00;$4.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61757;"{""coordinates"": [-123.12649300848025, 49.28577600048459], ""type"": ""Point""}";West End;121151
Twin;$4.00;$6.00;$4.00;$6.00;$4.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63415;"{""coordinates"": [-123.126624366326, 49.28586059113957], ""type"": ""Point""}";West End;121155
Twin;$2.00;$4.00;$2.00;$4.00;$2.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63865;"{""coordinates"": [-123.128261038219, 49.2869244980114], ""type"": ""Point""}";West End;121235
Twin;$2.00;$4.00;$2.00;$4.00;$2.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61900;"{""coordinates"": [-123.128261038219, 49.2869244980114], ""type"": ""Point""}";West End;121237
Twin Bay Single;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;$1.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;60887;"{""coordinates"": [-123.11635706267975, 49.27902816109911], ""type"": ""Point""}";Downtown;120306
Twin;$1.00;$4.00;$1.00;$4.00;$1.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;53035;"{""coordinates"": [-123.06984597215484, 49.26450119712041], ""type"": ""Point""}";Grandview-Woodland;6C2217
Twin;$1.00;$4.00;$1.00;$4.00;$1.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51714;"{""coordinates"": [-123.06959556969814, 49.26436547567281], ""type"": ""Point""}";Grandview-Woodland;6C2222
Twin;$1.00;$4.00;$1.00;$4.00;$1.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51743;"{""coordinates"": [-123.06960411822179, 49.26400336859519], ""type"": ""Point""}";Grandview-Woodland;6C2304
Twin;$1.00;$4.00;$1.00;$4.00;$1.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54219;"{""coordinates"": [-123.06960587715014, 49.263895595994676], ""type"": ""Point""}";Grandview-Woodland;6C2308
Single Motorbike;$4.00;$3.00;$4.00;$3.00;$4.00;$3.00;$4.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No;61943;"{""coordinates"": [-123.11497855694104, 49.287314034920044], ""type"": ""Point""}";Downtown;040997
Single / Disability;$3.00;$2.00;$3.00;$2.00;$3.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62143;"{""coordinates"": [-123.09903615114497, 49.28031345276394], ""type"": ""Point""}";Strathcona;090202
Twin Bay Single;$8.00;$5.00;$8.00;$5.00;$8.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;63300;"{""coordinates"": [-123.11613923663892, 49.2864629835575], ""type"": ""Point""}";Downtown;630401
Pay Station;$7.00;$3.00;$7.00;$3.00;$7.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;Yes;61121;"{""coordinates"": [-123.12693000905236, 49.27914943070433], ""type"": ""Point""}";Downtown;631110
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;61208;"{""coordinates"": [-123.12937125561058, 49.27771372748814], ""type"": ""Point""}";Downtown;631235
Single;$3.00;$5.00;$3.00;$5.00;$3.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;61159;"{""coordinates"": [-123.13189837719254, 49.28092637837788], ""type"": ""Point""}";West End;161113
Single / Disability;$3.00;$5.00;$3.00;$5.00;$3.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;64205;"{""coordinates"": [-123.13209077592056, 49.28105100270412], ""type"": ""Point""}";West End;161115
Pay Station;$3.00;$5.00;$3.00;$5.00;$3.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;64232;"{""coordinates"": [-123.13234734996469, 49.28121361182741], ""type"": ""Point""}";West End;161125
Twin Bay Single;$8.00;$7.00;$8.00;$7.00;$8.00;$7.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;61466;"{""coordinates"": [-123.12014608128968, 49.28778853499487], ""type"": ""Point""}";Downtown;650403
Twin Bay Single;$4.00;$5.00;$4.00;$5.00;$4.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;63004;"{""coordinates"": [-123.12346003618578, 49.285416784308666], ""type"": ""Point""}";West End;650708
Twin Bay Single;$4.00;$5.00;$4.00;$5.00;$4.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;62836;"{""coordinates"": [-123.12402933524004, 49.2850412918283], ""type"": ""Point""}";West End;650716
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52029;"{""coordinates"": [-123.06959692503716, 49.276322750447015], ""type"": ""Point""}";Grandview-Woodland;6C0905
Single;$2.00;$4.00;$2.00;$4.00;$2.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50009;"{""coordinates"": [-123.06961529740013, 49.27535907615748], ""type"": ""Point""}";Grandview-Woodland;6C1009
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51174;"{""coordinates"": [-123.1444259702429, 49.26971962049805], ""type"": ""Point""}";Fairview;B21726
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53479;"{""coordinates"": [-123.14477225490192, 49.26972467420787], ""type"": ""Point""}";Fairview;B21732
