index,METERHEAD,R_MF_9A_6P,R_MF_6P_10,R_SA_9A_6P,R_SA_6P_10,R_SU_9A_6P,R_SU_6P_10,RATE_MISC,TIMEINEFFE,T_MF_9A_6P,T_MF_6P_10,T_SA_9A_6P,T_SA_6P_10,T_SU_9A_6P,T_SU_6P_10,TIME_MISC,CREDITCARD,PAY_PHONE,Geom,Geo Local Area,METERID,latln,level_0
2373,Twin,$3.00,$2.00,$3.00,$2.00,$3.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,55001,"{""coordinates"": [-123.10153867593642, 49.247949087978775], ""type"": ""Point""}",Riley Park,"('E60134', 'E60136')","(49.247949087978775, -123.10153867593642)",1809.0
4980,Twin,$3.00,$1.00,$3.00,$1.00,$3.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,65915,"{""coordinates"": [-123.12333672548428, 49.27955286999434], ""type"": ""Point""}",Downtown,"('140705', '140707')","(49.27955286999434, -123.12333672548428)",3701.0
1473,Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,65440,"{""coordinates"": [-123.12288523102136, 49.273768627658235], ""type"": ""Point""}",Downtown,"('321227', '321225')","(49.273768627658235, -123.12288523102136)",1095.0
1378,Twin,$5.00,$1.00,$5.00,$1.00,$5.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,51201,"{""coordinates"": [-123.13969931933579, 49.26963008284801], ""type"": ""Point""}",Fairview,"('B21536', 'B21534')","(49.26963008284801, -123.13969931933579)",1010.0
105,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,56044,"{""coordinates"": [-123.15001244205023, 49.26387326638011], ""type"": ""Point""}",Kitsilano,"('301939', '301937')","(49.26387326638011, -123.15001244205023)",91.0
3918,Twin,$3.00,$2.00,$3.00,$2.00,$3.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,60920,"{""coordinates"": [-123.12421687717752, 49.27453502421786], ""type"": ""Point""}",Downtown,"('581228', '581226')","(49.27453502421786, -123.12421687717752)",2964.0
2548,Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,54702,"{""coordinates"": [-123.15332288019633, 49.23464961341682], ""type"": ""Point""}",Shaughnessy,"('K12017', 'K12019')","(49.23464961341682, -123.15332288019633)",1949.0
4556,Twin,$4.00,$1.00,$4.00,$1.00,$4.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,52967,"{""coordinates"": [-123.14006858871774, 49.26542105085101], ""type"": ""Point""}",Fairview,"('B71519', 'B71521')","(49.26542105085101, -123.14006858871774)",3468.0
1979,Twin,$6.00,$5.00,$6.00,$5.00,$6.00,$5.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,62578,"{""coordinates"": [-123.12100194470956, 49.27683883797046], ""type"": ""Point""}",Downtown,"('581023', '581021')","(49.27683883797046, -123.12100194470956)",1482.0
2500,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,60826,"{""coordinates"": [-123.11828846332092, 49.27462821084136], ""type"": ""Point""}",Downtown,"('281011', '281009')","(49.27462821084136, -123.11828846332092)",1915.0
2268,Twin,$6.00,$6.00,$6.00,$6.00,$6.00,$6.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,61391,"{""coordinates"": [-123.12152787343322, 49.27612869173941], ""type"": ""Point""}",Downtown,"('150308', '150306')","(49.27612869173941, -123.12152787343322)",1719.0
2400,Twin,$4.00,$3.00,$4.00,$3.00,$4.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,50747,"{""coordinates"": [-123.14652274543667, 49.270617939594764], ""type"": ""Point""}",Kitsilano,"('B11816', 'B11818')","(49.270617939594764, -123.14652274543667)",1830.0
1664,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,53033,"{""coordinates"": [-123.06939342530208, 49.27628385172746], ""type"": ""Point""}",Grandview-Woodland,"('6C0912', '6C0910')","(49.27628385172746, -123.06939342530208)",1246.0
487,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,64907,"{""coordinates"": [-123.12219249134671, 49.277328146549046], ""type"": ""Point""}",Downtown,"('591023', '591025')","(49.277328146549046, -123.12219249134671)",293.0
1285,Twin,$4.00,$3.00,$4.00,$3.00,$4.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,64348,"{""coordinates"": [-123.12253957200025, 49.28361049869213], ""type"": ""Point""}",West End,"('640721', '640719')","(49.28361049869213, -123.12253957200025)",949.0
2065,Twin,$1.00,$3.00,$1.00,$3.00,$1.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,61985,"{""coordinates"": [-123.1290367560234, 49.28724756846962], ""type"": ""Point""}",West End,"('121308', '121310')","(49.28724756846962, -123.1290367560234)",1557.0
36,Twin,$4.00,$3.00,$4.00,$3.00,$4.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,52546,"{""coordinates"": [-123.14603494101368, 49.270731896632284], ""type"": ""Point""}",Kitsilano,"('B11807', 'B11805')","(49.270731896632284, -123.14603494101368)",30.0
1008,Twin,$3.00,$3.00,$3.00,$3.00,$3.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,60468,"{""coordinates"": [-123.1263157434093, 49.286512008431615], ""type"": ""Point""}",West End,"('660719', '660717')","(49.286512008431615, -123.1263157434093)",719.0
669,Twin,$3.00,$1.00,$3.00,$1.00,$3.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,50782,"{""coordinates"": [-123.11308430328198, 49.26157025108465], ""type"": ""Point""}",Mount Pleasant,"('792617', '792615')","(49.26157025108465, -123.11308430328198)",444.0
2503,Twin,$1.00,$4.00,$1.00,$4.00,$1.00,$4.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,56911,"{""coordinates"": [-123.10103170004513, 49.25792757290212], ""type"": ""Point""}",Mount Pleasant,"('513014', '513012')","(49.25792757290212, -123.10103170004513)",1918.0
4018,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,66184,"{""coordinates"": [-123.12500330790017, 49.27296653919603], ""type"": ""Point""}",Downtown,"('321330', '321332')","(49.27296653919603, -123.12500330790017)",3045.0
4862,Twin,$5.00,$1.00,$5.00,$1.00,$5.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,51828,"{""coordinates"": [-123.12082083070156, 49.264164652596556], ""type"": ""Point""}",Fairview,"('B80720', 'B80718')","(49.264164652596556, -123.12082083070156)",3608.0
26,Twin,$4.00,$1.00,$4.00,$1.00,$4.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,52954,"{""coordinates"": [-123.15845149798155, 49.234230971035004], ""type"": ""Point""}",Kerrisdale,"('955708', '955710')","(49.234230971035004, -123.15845149798155)",21.0
7700,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,51234,"{""coordinates"": [-123.20797353399472, 49.2638893119832], ""type"": ""Point""}",West Point Grey,"('D04437', 'D04439')","(49.2638893119832, -123.20797353399472)",5903.0
3009,Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,$1.00,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,13 Hrs,No,66344,"{""coordinates"": [-123.09092473132745, 49.28296802147436], ""type"": ""Point""}",Strathcona,"('030608', '030606')","(49.28296802147436, -123.09092473132745)",2238.0
3866,Twin,$2.00,$2.00,$2.00,$2.00,$2.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,51304,"{""coordinates"": [-123.07036004779584, 49.26051128628189], ""type"": ""Point""}",Kensington-Cedar Cottage,"('C11631', 'C11629')","(49.26051128628189, -123.07036004779584)",2922.0
2263,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,52304,"{""coordinates"": [-123.14321936220132, 49.26574578311031], ""type"": ""Point""}",Fairview,"('902214', '902216')","(49.26574578311031, -123.14321936220132)",1715.0
1095,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,61666,"{""coordinates"": [-123.13847921167611, 49.28540339555546], ""type"": ""Point""}",West End,"('701119', '701117')","(49.28540339555546, -123.13847921167611)",794.0
6003,Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,61022,"{""coordinates"": [-123.11395114948549, 49.27878700520583], ""type"": ""Point""}",Downtown,"('560722', '560724')","(49.27878700520583, -123.11395114948549)",4526.0
3819,Twin,$2.00,$4.00,$2.00,$4.00,$2.00,$4.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,66254,"{""coordinates"": [-123.12800250715883, 49.2867558463799], ""type"": ""Point""}",West End,"('121227', '121229')","(49.2867558463799, -123.12800250715883)",2887.0
1521,Twin,$1.00,$2.00,$1.00,$2.00,$1.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,52340,"{""coordinates"": [-123.11526850026384, 49.25525810259499], ""type"": ""Point""}",South Cambie,"('563317', '563319')","(49.25525810259499, -123.11526850026384)",1127.0
7024,Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,50016,"{""coordinates"": [-123.127990500399, 49.26331770703919], ""type"": ""Point""}",Fairview,"('301020', '301022')","(49.26331770703919, -123.127990500399)",5357.0
5671,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,52957,"{""coordinates"": [-123.10076377415089, 49.263689958585275], ""type"": ""Point""}",Mount Pleasant,"('512410', '512408')","(49.263689958585275, -123.10076377415089)",4265.0
3098,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,54171,"{""coordinates"": [-123.15286054417123, 49.263066009444046], ""type"": ""Point""}",Kitsilano,"('772520', '772522')","(49.263066009444046, -123.15286054417123)",2311.0
2814,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$ .50,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,No Time Limit,Yes,53104,"{""coordinates"": [-123.091196044281, 49.227334620345836], ""type"": ""Point""}",Sunset,"('J70636', 'J70634')","(49.227334620345836, -123.091196044281)",2099.0
2109,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,60312,"{""coordinates"": [-123.11864138766478, 49.2752446850843], ""type"": ""Point""}",Downtown,"('561014', '561016')","(49.2752446850843, -123.11864138766478)",1594.0
4178,Twin,$4.00,$1.00,$4.00,$1.00,$4.00,$1.00,$2.00,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,61742,"{""coordinates"": [-123.10226061389864, 49.2835514085941], ""type"": ""Point""}",Downtown,"('520103', '520101')","(49.2835514085941, -123.10226061389864)",3169.0
4499,Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,63919,"{""coordinates"": [-123.12517081370727, 49.28859451163037], ""type"": ""Point""}",Downtown,"('191229', '191231')","(49.28859451163037, -123.12517081370727)",3426.0
4184,Twin,$3.00,$6.00,$3.00,$6.00,$3.00,$6.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,53721,"{""coordinates"": [-123.15534687482845, 49.27086247004026], ""type"": ""Point""}",Kitsilano,"('B12203', 'B12205')","(49.27086247004026, -123.15534687482845)",3174.0
5659,Twin,$1.00,$2.00,$1.00,$2.00,$1.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,60238,"{""coordinates"": [-123.1204762332645, 49.27846283822356], ""type"": ""Point""}",Downtown,"('590925', '590927')","(49.27846283822356, -123.1204762332645)",4254.0
187,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,53430,"{""coordinates"": [-123.14312816520575, 49.268193940497746], ""type"": ""Point""}",Fairview,"('901918', '901916')","(49.268193940497746, -123.14312816520575)",144.0
2246,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,51295,"{""coordinates"": [-123.14330044591195, 49.26854157135791], ""type"": ""Point""}",Fairview,"('901905', '901907')","(49.26854157135791, -123.14330044591195)",1701.0
2406,Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,52765,"{""coordinates"": [-123.15880442398493, 49.26814530328742], ""type"": ""Point""}",Kitsilano,"('B42326', 'B42328')","(49.26814530328742, -123.15880442398493)",1835.0
3457,Twin,$4.00,$1.00,$4.00,$1.00,$4.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,52623,"{""coordinates"": [-123.16641163284864, 49.264373216393764], ""type"": ""Point""}",Kitsilano,"('3M2416', '3M2418')","(49.264373216393764, -123.16641163284864)",2599.0
1276,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,51256,"{""coordinates"": [-123.13257677386413, 49.26359261932494], ""type"": ""Point""}",Fairview,"('301223', '301225')","(49.26359261932494, -123.13257677386413)",941.0
5786,Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,51531,"{""coordinates"": [-123.12816544787235, 49.26332568975145], ""type"": ""Point""}",Fairview,"('301024', '301026')","(49.26332568975145, -123.12816544787235)",4354.0
1223,Twin,$4.00,$3.00,$4.00,$3.00,$4.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,53534,"{""coordinates"": [-123.15693220259426, 49.268113661569885], ""type"": ""Point""}",Kitsilano,"('B42238', 'B42236')","(49.268113661569885, -123.15693220259426)",901.0
2741,Twin,$3.00,$5.00,$3.00,$5.00,$3.00,$5.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,56278,"{""coordinates"": [-123.1454829053748, 49.267506356830765], ""type"": ""Point""}",Fairview,"('642010', '642012')","(49.267506356830765, -123.1454829053748)",2082.0
474,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,63372,"{""coordinates"": [-123.11916086262356, 49.27508425206345], ""type"": ""Point""}",Downtown,"('561033', '561031')","(49.27508425206345, -123.11916086262356)",282.0
54,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,52495,"{""coordinates"": [-123.13168129250896, 49.26339938287385], ""type"": ""Point""}",Fairview,"('301204', '301202')","(49.26339938287385, -123.13168129250896)",47.0
899,Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,64734,"{""coordinates"": [-123.12280793599224, 49.27351665558801], ""type"": ""Point""}",Downtown,"('321232', '321234')","(49.27351665558801, -123.12280793599224)",632.0
1028,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,52756,"{""coordinates"": [-123.1554205290986, 49.236104158233125], ""type"": ""Point""}",Arbutus-Ridge,"('935508', '935510')","(49.236104158233125, -123.1554205290986)",736.0
1192,Twin,$3.00,$1.00,$3.00,$1.00,$3.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,64970,"{""coordinates"": [-123.12958770200666, 49.29131023974633], ""type"": ""Point""}",Downtown,"('700519', '700521')","(49.29131023974633, -123.12958770200666)",876.0
1265,Twin,$4.00,$6.00,$4.00,$6.00,$4.00,$6.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,64219,"{""coordinates"": [-123.13947669190674, 49.28889100885653], ""type"": ""Point""}",West End,"('721025', '721023')","(49.28889100885653, -123.13947669190674)",930.0
2098,Twin,$1.00,$2.00,$1.00,$2.00,$1.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,65647,"{""coordinates"": [-123.12129746304726, 49.279007932700566], ""type"": ""Point""}",Downtown,"('600928', '600930')","(49.279007932700566, -123.12129746304726)",1586.0
2260,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,53123,"{""coordinates"": [-123.13224046992299, 49.263587256789044], ""type"": ""Point""}",Fairview,"('301215', '301217')","(49.263587256789044, -123.13224046992299)",1712.0
664,Twin,$4.00,$3.00,$4.00,$3.00,$4.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,54539,"{""coordinates"": [-123.14598660369163, 49.270609326194645], ""type"": ""Point""}",Kitsilano,"('B11806', 'B11804')","(49.270609326194645, -123.14598660369163)",439.0
2301,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,63945,"{""coordinates"": [-123.11551568215185, 49.27530655479316], ""type"": ""Point""}",Downtown,"('280917', '280919')","(49.27530655479316, -123.11551568215185)",1748.0
3758,Twin,$1.00,$2.00,$1.00,$2.00,$1.00,$2.00,$ .50,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,51838,"{""coordinates"": [-123.06983108555549, 49.26528950970006], ""type"": ""Point""}",Grandview-Woodland,"('6C2119', '6C2121')","(49.26528950970006, -123.06983108555549)",2840.0
6119,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,56863,"{""coordinates"": [-123.10184114256442, 49.25663403386785], ""type"": ""Point""}",Mount Pleasant,"('C60133', 'C60131')","(49.25663403386785, -123.10184114256442)",4625.0
3172,Twin,$2.00,$2.00,$2.00,$2.00,$2.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,50593,"{""coordinates"": [-123.15579099990163, 49.23736575585322], ""type"": ""Point""}",Arbutus-Ridge,"('H82103', 'H82101')","(49.23736575585322, -123.15579099990163)",2368.0
5200,Twin,$3.00,$5.00,$3.00,$5.00,$3.00,$5.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,65522,"{""coordinates"": [-123.12550226229976, 49.28219385280669], ""type"": ""Point""}",West End,"('231010', '231012')","(49.28219385280669, -123.12550226229976)",3882.0
2653,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,50499,"{""coordinates"": [-123.10595156038788, 49.263122127955626], ""type"": ""Point""}",Mount Pleasant,"('300021', '300019')","(49.263122127955626, -123.10595156038788)",2032.0
1545,Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,52121,"{""coordinates"": [-123.1425165736113, 49.265365525285326], ""type"": ""Point""}",Fairview,"('B71630', 'B71632')","(49.265365525285326, -123.1425165736113)",1144.0
3852,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,51020,"{""coordinates"": [-123.13238171991675, 49.26341127471297], ""type"": ""Point""}",Fairview,"('301220', '301218')","(49.26341127471297, -123.13238171991675)",2913.0
514,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,56902,"{""coordinates"": [-123.15113667224696, 49.263701027240884], ""type"": ""Point""}",Kitsilano,"('302010', '302008')","(49.263701027240884, -123.15113667224696)",316.0
3141,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,52639,"{""coordinates"": [-123.14203445021255, 49.263565008778215], ""type"": ""Point""}",Fairview,"('301618', '301620')","(49.263565008778215, -123.14203445021255)",2349.0
2132,Twin,$3.00,$3.00,$3.00,$3.00,$3.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,60747,"{""coordinates"": [-123.11743186309208, 49.2790253467203], ""type"": ""Point""}",Downtown,"('580814', '580816')","(49.2790253467203, -123.11743186309208)",1609.0
1351,Twin,$5.00,$3.00,$5.00,$3.00,$5.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,64593,"{""coordinates"": [-123.12055596565216, 49.273387346525766], ""type"": ""Point""}",Downtown,"('160110', '160112')","(49.273387346525766, -123.12055596565216)",986.0
4668,Twin,$2.00,$2.00,$2.00,$2.00,$2.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,53715,"{""coordinates"": [-123.06991168428063, 49.261143121075165], ""type"": ""Point""}",Kensington-Cedar Cottage,"('6C2603', '6C2605')","(49.261143121075165, -123.06991168428063)",3552.0
576,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,4 Hr,4 Hr,4 Hr,4 Hr,,No,50951,"{""coordinates"": [-123.11029842809046, 49.26897802961127], ""type"": ""Point""}",Mount Pleasant,"('B20223', 'B20221')","(49.26897802961127, -123.11029842809046)",369.0
5770,Twin,$4.00,$4.00,$4.00,$4.00,$4.00,$4.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,64043,"{""coordinates"": [-123.1229158676382, 49.275116038523336], ""type"": ""Point""}",Downtown,"('160311', '160309')","(49.275116038523336, -123.1229158676382)",4338.0
6517,Twin,$2.00,$3.00,$2.00,$3.00,$2.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,51105,"{""coordinates"": [-123.06950829421436, 49.27018078939883], ""type"": ""Point""}",Grandview-Woodland,"('6C1608', '6C1606')","(49.27018078939883, -123.06950829421436)",4938.0
